Text,Solving a communicative task,Text structure,Use of English (for emails),Overall_score
"Dear Mark,
  Thanks for your recent e-mail. I’m always glad to get messages from you.
  In your e-mail you asked me how I would deal with the situation with your mother. If I were you, I would be happy to help her with shopping because I like to help my parents with the housework. As for my household chores, I’m responsible for taking the rubbish out and loading the dishwasher during the week. To be honest, I hate dusting the furniture and sweeping the floor because I find these activities quite boring and time-consuming.
  By the way, tell me more about your father’s lawn mower. What colour is it? How does it function? Is it an electric or gas lawn mower?
  That’s all for now. Drop me a line.
  Best wishes,
  Lilia",2.0,2.0,2.0,6
"Dear Mark,
 
 Thanks a lot for your recent email! I'm always happy to get messages from you.
 
 In your email you asked me about household chores. Well, I like helping my parents around the house because I believe that parents need my help and it's not difficult for me to do it. As for me, I take the rubbish out every weekend and do the washing-up on weekdays. I don't like watering the flowers because it takes a very long time.
 
 By the way, tell me more about your father’s lawn mower. What color is the lawn mower? What size is the lawn mower? Where can I buy such a lawn mower?
 
 Sorry, I have to go now. Drop me a line.
 
 Best wishes,
 
 Valya",2.0,2.0,2.0,6
"Dear Mark,
 
 Thanks for your recent email. I'm always glad to get messages from you.
 
 In your email you asked me about my household chores.To be honest,I don't like to help my parents with housework but I understand that they get tired very often as I do so I help them.As for my help during the week, I wash the dishes and feed my dear dog every day . Also, I hate to do the washing up and make dinner because I don't eat much but my father eats very a lot and I wash very plates,cups,pots after school when I worn out. I don't like to make dinner or lunch because it's hard for me and the room is very stuffy.
 
 By the way,tell me more about your father's lawn mower(x.x). What colour is his lawn mower?What model is this lawn mower?How long does it hold the charging?
 
 That's all for now. Drop me a line. 
 
 Best wishes,
 
 Rusya",1.0,1.0,1.0,3
"Dear Mark,
  Thanks for your recent e-mail. I’m always glad to get messages from you.
  In your e-mail you asked me how I would deal with the situation with your mother. If I were you, I would be happy to help her with shopping because I like to help my parents with the housework. As for my household chores, I’m responsible for taking the rubbish out and loading the dishwasher during the week. To be honest, I hate dusting the furniture and sweeping the floor because I find these activities quite boring and time-consuming.
  By the way, tell me more about your father’s lawn mower. What colour is it? How does it function? Is it an electric or gas lawn mower?
  That’s all for now. Drop me a line.
  Best wishes,
  Lilia",2.0,2.0,2.0,6
"Dear Mark,
 
 Thanks a lot for your recent email! I'm always happy to get messages from you.
 
 In your email you asked me about household chores. Well, I like helping my parents around the house because I believe that parents need my help and it's not difficult for me to do it. As for me, I take the rubbish out every weekend and do the washing-up on weekdays. I don't like watering the flowers because it takes a very long time.
 
 By the way, tell me more about your father’s lawn mower. What color is the lawn mower? What size is the lawn mower? Where can I buy such a lawn mower?
 
 Sorry, I have to go now. Drop me a line.
 
 Best wishes,
 
 Valya",2.0,2.0,2.0,6
"Dear Bill,Thank you for your message. I couldn't write you any earlier, I'm sorry about that. It’s great that you have already chosen your future job! As for me, I’m not as sure as you are. I also like foreign languages, different cultures and I enjoy travelling, but I don’t think that translation or being a professor is something for me. I’d like to choose a job which would give me a possibility of travelling, meeting new people, communicate with them in a foreign language, because that’s what I’m interested in and what, I guess I could do successfully. Anyway, you've mentioned travelling. Have you already decided when you are going to have your trip? What countries would you like to visit? Do you want to take your parents with you? I've got to go as my friend is asking me for help.Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Tom,Thank you for your message, it gave me a lot of new information about young people, living in Great Britain.In my opinion leaving family and parents house as soon as possible is a good idea. Everyone wants it. But, unfortunately, our government in Russia does not give students the sufficient amount of money to “survive”. The scholarships are low, the rent prices are high. To be independent in financial way means working or working and studying at the same time, which meant not having a happy student’s life. Talking about me, I’m not ready yet to take all these responsibilities and leave home. By the way, about your trip to Scotland. What was the most amazing place that you visitied? Did you travel alone? How long have you been there?I've got to go as my friend is asking me for help.Write back soon.Best wishes,Molly",2.0,2.0,2.0,6
"Dear Mary,Thank you for your message. I'm sorry for not writing you for so long. I spent my time doing a school project.I hope that all your efforts will show a great result. I try to care more about my health lately: I try to avoid unhealthy and fat food. Also I train every morning and go to the gym. I think that sport and healthy food are the most important components of being healthy and strong. Nowadays, the healthy lifestyle becomes more and more popular and I don’t see anything bad in it. Anyway, you've mentioned holidays. With whom are you going to the seaside? Why have you decided to spend the month there? What exactly are you going to do?I've got to go as my friend is asking me for help.Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Andrea,Thank you for your message. I'm sorry for not writing you for so long. I was busy preparing for exams. Maybe your mum has a point, think about it. Right now I’m collecting various match boxes with matches of different colours and sizes. At the moment my collection counts 50 different kinds. I think that collecting is fascinating. My pocket money I usually spend on cafes because I like spending time after classes drinking coffee and reading a book. My parents are a bit against it, because they don’t understand how it is possible to spend that much money on coffee. Anyway, it's great that you entered courses. What courses have you chosen? How much time do you spend on them? Do you like the tutors there?I've got to go as my friend is asking me for help.Write back soon.Best wishes,Olga",2.0,2.0,2.0,6
"Dear Mary,Thank you for your message. I'm sorry for not writing you for so long. I spent my time doing a school project.I hope that all your efforts will show a great result. I try to care more about my health lately: I try to avoid unhealthy and fat food. Also I train every morning and go to the gym. I think that sport and healthy food are the most important components of being healthy and strong. Nowadays, the healthy lifestyle becomes more and more popular and I don’t see anything bad in it. Anyway, you've mentioned holidays. With whom are you going to the seaside? Why have you decided to spend the month there? What exactly are you going to do?I've got to go as my dad is asking me to help him with his car.Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Richard,Thank you for your message. I'm sorry for not writing you for so long. I spent time doing a school project.I hope you’ll succeed at your finals. I prefer spending time with my friend. I think that everything depends on my mood. Usually, during the weekends I need to go out to spend my free time with friends in some café or movies etc. But at the same time some weekends I stay at home and enjoy being alone, watching films, cooking food or playing the piano. Music is my main hobby. Also I’m very interested in literature. Anyway, you've mentioned your friend is coming to see you. Have you seen each other before? What are you going to do together? Have you warned your parents about the visit?I've got to go as my dad is asking me to help him with his car.Write back soon.Best wishes,Steve",2.0,2.0,2.0,6
"Dear Nicole,Thank you for your message, and sorry I didn’t write you back earlier. I understand your mood and thoughts about leaving school. Last days at school are very sad: I’m thinking a lot about not seeing closest people like friends or teachers every day. For me school is a second home, though I had and I still have some problems with my studies it doesn’t change my attitude toward it. I'm not going to miss the school because we always have to move forward and not look back. I’m sure that after leaving school friends from my class and I will meet quite often. Our company is very friendly.Anyway, you've mentioned travelling. Would you like to travel before going to university? What countries would you like to visit? Do you want to take your parents with you?Write back soon.Best wishes,Peter",2.0,2.0,2.0,6
"Dear Ann,Thank you for your message. I'm sorry for not writing you for so long. I spent my time doing a school project. I'm glad that you're going to visit Moscow. In autumn it usually rains there. So if I were you I would take some warm clothes. Tell your mum that she can find any kind of fruits except very exotic ones. I should say that a week is not much for such a big city, but you should definitely visit the Kremlin, Red Square, Arbat, Poklonnaya hill and if your parents are theater-goers you could visit the Bolshoi theater.Anyway, you've mentioned food. What is your favorite dish? What do you think about fast food? Which cuisine do you like the most? I've got to go as my brother asked me to help him with his homework. Write back soon.Best wishes,Lola",2.0,2.0,2.0,6
"Dear Sheila,Thank you for your message. I'm sorry for not writing you for so long. I spent time helping my dad in the garage. My idea of a perfect weekend is totally different from yours. I prefer doing nothing, just hanging out, reading books and etc. And I usually do it after the lessons when I don’t have too much homework. But the idea of a perfect weekend for me is something that stays in your memory for a long time, for example, a trip to the countryside with friends, some picnic or sports, concerts etc. Sometimes I play musical instruments with my friends. We have a sort of band. It is my main hobby. As I understood, you like books. Who is your favorite author? What genre do you prefer? What do you think about poetry? I've got to go as my brother asked me to help him with his homework.Write back soon. Best wishes,Alice",2.0,2.0,2.0,6
"Dear Tom,Thank you for your message. I'm sorry for not writing you for so long. I was busy doing a school project.I'm glad about your visit to the musuem! Speaking of me, when I was little, my class used to go to the museum each week and it was very interesting. In general, I think that museums are very important for cultural education, but it shouldn’t be given as an obligatory thing. Now we go to the museums twice a year and our teacher let us choose which museum we would like to visit. My favourite is the Museum of Photography.Anyway, you've mentioned holidays. Do you go hiking for the first time? What do your parents think about the sport? Don't you think that it's too dangerous?I've got to go as my brother asked me to help him with his homework. Write back soon.Best wishes,Julia",2.0,2.0,2.0,6
"Dear Jane,Thank you for your message. I'm sorry for not writing you for so long. I spent time helping my little brother with the homework. It's nice that you decided to help your mother. In my family we also do house work like cleaning all together. In general, I don’t have anything against cleaning, but there're certain types of work that I just can’t stand, such as: cleaning dishes and doing vacuum cleaning. I think that helping parents is 100% necessary, because it’s a good opportunity to spend some time together. Anyway, a kitten is a very nice present. What name did you give him? How does it look like? Is it a boy or a girl? I've got to go as my brother asked me to help him with his homework. Write back soon. Best wishes,Julia",2.0,2.0,2.0,6
"Dear Jane,Thank you for your message. I'm sorry for not writing you for so long. I spent all my time studying. Congratulations with the victory! In my school we have volleyball competitions as well. And I am the member of our girl’s team. Also we’ve got a basketball and a football team, but I play only volleyball. Anyone can become a part of the team if he shows his abilities and a good result of training on the PE classes. It’s not a hard thing to do if you have a good physique, good reaction, don’t miss classes and want to compete. Give my congratulations to your sister. How old is she now? Were there a lot of people on her birthday party? What presents did she receive? I've got to go as my father wants me to help him with his car. Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Tom,Thank you for your message. I'm sorry for not writing you for so long. I spent my time doing a school project.I hope that you didn't have accidents while hiking. I don’t have much time on active holidays because I have a lot of homework. My family is more the stay-at-home sort, so I can’t spend the time with them somehow actively. My company is my friends. And our trips are usually very jolly. We are planning to try rafting this spring, because it implies a well coordinated team work, good reaction and nerves of steel.Anyway, you've mentioned a project. Do you like writing about events of the past? What events did you choose for your project? Are they from the same historical period? I've got to go as my father wants me to help him with his car. Write back soon.Best wishes,Ann",2.0,2.0,2.0,6
"Dear Tom,Thank you for your message. I'm sorry for not writing you for so long. I had troubles with my homework. I hope that in the next year you'll get the first prize! I think that it’s very important to make records of a family history. First of all, it is something that reminds you some good episodes of your life, for example, childhood. Secondly, it’s a history that can be used and apprehended by your posterity. I think that parents should definitely record their kids, some school events and later children can start to make their own videos. Anyway, you've mentioned your mom. What music does she like? How old is she? Does she prefer hand-made presents or a thing bought in a shop? I've got to go as my father wants me to help him with is car. Write back soon.Best wishes,Ann",2.0,2.0,2.0,6
"Dear Jane,Thank you for your message. I'm sorry for not writing you for so long. I spent time doing a school project. I hope that your trip was interesting and funny. I didn't travel too much around Russia, because it's too big. Travelling by car is impossible in some regions. If I had a chance I would like to visit Kamchatka. I would like to see its nature: craters, mountains, geysers and sea. Where I live the nature is poor, Saint Petersburg is a cultural capital of Russia. It has many museums and theaters. Anyway, you've mentioned your plans on the summer. Are you going to climb those mountains with your parents? Is it far from the State you are living in? For how long are you going to stay there?I've got to go as my friend is asking me for help. Write back soon.Best wishes,Bob",2.0,2.0,2.0,6
"Dear Bill,Thank you for your message. I'm sorry for not writing you for so long. I was too busy studying.We do projects as well. For the same project I would choose Dostoevsky. It’s a famous Russian writer of 19th century who wrote a lot of novels. I read few of them and I like them a lot. He is well known round the world because he is also a main Russian philosopher and all his novels contain a complicated story, wide view of Russian society and mentality. Through his works people can understand a lot about the psychology of human being and that's why he is do importaint.Anyway, you've mentioned a TV programme. What is your favourite TV show? Why do you like it? Which channel is it on?I've got to go as my friend is asking me for help. Write back soon.Best wishes,Bob",2.0,2.0,2.0,6
"Dear Ann,Thank you for your message. I'm sorry for not writing you for so long. I spent time helping my dad. I've heard about the environmental protection, too. To save the environment every spring we do some cleaning measures in the park and near the seaside. Also we are fighting for recycling which is not very developed in our country. Unfortunately, our local community is not interested much in the environmental problems, so sometimes it’s hard to do important actions without assistance. But despite that fact, the Green Movement in my city is pretty popular and more people are joining.Anyway, tell me about your plan for the coming holiday. What do you plan to do on this holiday? How much time are you going to spend with your family? Is there any chance you are going to visit my country? I've got to go as my friend is asking me for help. Write back soon.Best wishes,Bob",2.0,2.0,2.0,6
"St. Petersburg, RussiaNovember, 30Dear Edward,Thank you for your message. I'm sorry for not writing you for so long. I was busy preparing to a school project. Of course I can help you with your project! I believe that hobbies are different in each country and each nation, though sometimes they can remind one another. Firstly, I think that a lot depends on the weather and climate. For example, in Russia winter kinds of sport such as snowboarding, skiing or ice-skating are popular, because winters are usually cold and snowy. But also there are many hobbies that aren’t connected with sports, for example, my sister collects postcards, my grandma collects magnets and my dad – ancient coins. Anyway, it's very great that you passed an exam. How many exams did you have this year? Which subjects did you choose? How much time do you usually spend to prepare for one exam?I've got to go as my friend is asking me for help. Write back soon.Best wishes,Bob",2.0,2.0,2.0,6
"Dear Alice,Thank you for your message. Sorry I couldn’t write you back earlier.I totally understand your position about pocket money and the way you want to spend them, because I’ve got a similar situation or even worse: my parents never give me any money for doing some housework. They only give me some everyday money to take lunch at school and some extra-money before holydays. And I should say, that it’s not much at all. Usually I try to save up enough money to buy some closes of jewelry. And my parents think that it’s a regular way to spend money for a teenager.Anyway, you've mentioned a picnic. How was it by the way? Did you have fun? Were there a lot of people? I've got to go as my father is asking me to help him with his car.Write back soon,Best wishes,Mike",2.0,2.0,2.0,6
"Dear Bill,Thank you for your message. I'm sorry for not writing you for so long. I was busy doing homework. It’s great that you have already chosen your future job! Talking about me — I’m not sure yet. I like foreign languages, different cultures, but I don’t think a professor's job is something for me. I’d like to choose a job that'd give me a possibility of traveling, meeting new people, communicating with them in their language, because that’s what I’m interested in. As for my parents, they seem to be OK with it.Anyway, you've mentioned travelling. Have you decided when you are going to go? What countries would you like to visit? Do you want to travel alone?I've got to go as it's time for me to walk my dog.Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Ted,Thank you for your message. Sorry, I couldn’t answer you earlier.It's great that you've joined to the science camp. But here definitely exist summer youth camps, earlier called Pioner’s camps. There are camps of different types: sportive, with language schools and others. Nowadays they are not very popular with teenagers but a lot of parents still send their kids in there, because it’s a variant of passing summer far from city for them. I was in the summer camp once and it was awful! Actually I have problems with getting along with new people so during the whole time in there I was an outsider. Anyway, you've mentioned your brother. What university did your brother enter to? What specialization will he choose? Is this university in your town or away from it? I've got to go as my father is asking me to help him with his car.Write back soon.Best wishes,Mike",2.0,2.0,2.0,6
"Dear Jane,Thanks for your message. Sorry, I couldn’t answer you earlier.I like different films. I have a favorite director who works in the different genres. His movies have something from comedies, from dramas, from horror-stories and musicals. I should say that I definitely prefer watching movies it the cinema, because a film seen on a wide screen with a good sound makes way more impressions that one watched at home on a small screen. I don’t think that it’s that necessary to read a book before watching the film. It’s possible to enjoy a movie based on a book without comparing it with the original. Anyway, you've mentioned your trip. How was it, by the way? Did you travel with your family or friends? What was the most memorizing?I've got to go as my father is asking me to help him with his car.Write back soon.Best wishes,Mike",2.0,2.0,2.0,6
"Dear Mike,Thanks for your message. I'm sorry for not writing you for so long. I was busy doing my school project. I’m sure you’ll present your project successfully. My only advice is to keep calm and do your best. Some teachers ask us to do creative projects connected with their subjects. But it’s not usually our main work. We do it before the exams to obtain the better marks at the end of the course. I like to do oral presentations, actually. I think that I can present my theme better in the oral conversation by telling the information in the accessible way with some interesting facts and an opportunity of starting discussions. Anyway, good for your brother! Did he like that he was in the target group of the experiment? How did he feel? Is he interested in the results?I've got to go as my father is asking me to help him with his car.Write back soon.Best wishes,Mike",2.0,2.0,2.0,6
"Dear Lisa,Thanks for your message. I'm sorry for not writing you for so long. I was helping my brother with his school tasks. It’s great that the administration of your school ask students about their preferences. In Russia many schools have uniforms, but not all of them. In my school we never had it. Every student has an opportunity to wear what he wants and self-affirm himself by his style. I would like to invent something middle official and more comfortable. It could be same for boys and girls, because I believe that it’s not very comfortable to wear skirts all the time. Anyway, you've mentioned an exchange school program. What programs does your school have? Is it difficult to be a part of it? What special abilities should a student have to study abroad?I've got to go as my brother wants me to help him with his homework. Write back soon,Best wishes,Mike",2.0,2.0,2.0,6
"Dear Charlie,Thanks for your message. I'm sorry for not writing you for so long. I was preparing to a school project.I’m glad that you had a good time with your parents on the picnic. My family used to spend a lot of time together but since my dad changed his job we can’t do it anymore that frequently as we did. He is always very busy. Still, we anyway go out of town and spend some time together in the countryside every month. I like those small journeys very much. But unfortunately as in England we also have some weather problems. In the morning it’s shiny and two hours later it begins to rain. Anyway, you've mentioned a contest. Is it local? Who won the first prize? Have you been practicing a lot to win Silver?I've got to go as my brother wants me to help him with his homework. Write back soon.Best wishes,Mike",2.0,2.0,2.0,6
"Dear David,Thanks for your message. You are welcome. It was a pleasure for me to send you the material.I think that the education in the Russia of Tsar was way much better than now. And, speaking even wider, the cultural level was much upper. Every family of a high society spoke French at home, not Russian, so it was normal that kids knew it before they went to Lyceum. And what is more, they have governesses that gave them a good home education. I’d like to study in a boarding school like Pushkin’s Lyceum because it’s a privileged education, I guess.Anyway, you mentioned applying to the university. To which university are you applying? What do you want to study? What exams do they have? I've got to go as my brother wants me to help him with his homework. Write back soon.Best wishes,Mike",2.0,2.0,2.0,6
"Dear Jack,Thanks for your message. I'm sorry for not writing you for so long. I was preparing to the school performance. I also like the way French sounds. In Russia in different schools pupils have lessons of different foreign languages. In most cases it is, of course, English. I also heard that in the Eastern part of Russia, pupils also have classes of Japanese and Chinese. I like learning languages, because I do it quite well. I enjoy going grammar exercises and speaking tasks. I think that I will definitely use languages in my future career, I’d like to work in the international company.Anyway, I'm glad that you got elected. What does the school Government do? Are there a lot of people in it? For how long were you elected? I've got to go as my brother wants me to help him with his homework. Write back soon.Best wishes,Sarah",2.0,2.0,2.0,6
"Dear Tom,Thank you for your message. I'm sorry for not writing you for so long. I was busy doing a school project.I'm glad about your visit to the musuem! Speaking of me, when I was little, my class used to go to the museum each week and it was very interesting. In general, I think that museums are very important for cultural education, but it shouldn’t be given as an obligatory thing. Now we go to the museums twice a year and our teacher gave us possibility to choose which museum we want to visit. My favorite is the museum of photography.Anyway, you've mentioned holidays. Do you go hiking for the first time? Where are you going? Do all members of your family like hiking?I've got to go as my brother wants me to help him with his homework. Write back soon.Best wishes,Ben",2.0,2.0,2.0,6
"Dear Jane,Thanks for your message. I'm sorry for not writing you for so long. I was doing a school project. Say congratulations to your brother for winning that tournament! When we have family gatherings we usually spend them at home, because our apartment is pretty big and it can accommodate many people at the same time. I usually help my mom to cover the table and to cook a holyday meal. She prepares some meat and garner, salads, and a holyday sweet cake. There is no need to entertain guests in a special way, we just talk about what happens in our lives and that’s all. What's your middle brother's name? How long ago did he take up tennis? Is he planning to make tennis his career? I've got to go as my brother wants me to help him with his homework. Write back soon.Best wishes,Sarah",2.0,2.0,2.0,6
"Dear Nick,Thanks for your message. I'm sorry for not writing you for so long. I was preparing to the school performance.Of course I can help you with your project! I think that the amount of reading depends a lot on a familiar education. But in general young people read less than adults in Russia. I think that I read more than my friends. I‘m reading every day before going to sleep and I read books in the public transport and traffic jams. I prefer traditional books because my family has a big home library. Anyway, you mentioned a sport club. What sport club did you join? What sport activities will you have there? How many times a week will you go there?I've got to go as my friend is asking me for help.Write back soon,Best wishes,Sarah",2.0,2.0,2.0,6
"Dear Robert,Thanks for your message. I'm sorry for not writing you for so long. I was helping my dad with his car. My city is pretty big and it changes a lot and quite recent: new buildings and streets appear, even new areas. For example this summer our government built a new opera theater in the center. Many people were criticizing it for its modern view. They were saying that it looks awful next to the old opera building which is near. I agree with them. I think that in the historical center isn’t appropriate to build such edifices. Send my congratulation to your mum. Does she love cooking? What dish did your mother cook? Did she get any present?I've got to go as my friend is asking me for help.Write back soon.Best wishes,Paul",2.0,2.0,2.0,6
"Dear John,Thanks for your message. Sorry that I couldn’t answer you earlier. I was doing a school project.You are right household can take a lot of time. Like any other family we have some chores, such as cleaning, preparing food, buying it, cleaning the pets toilets etc. if I had to cook for myself I would try to make a pizza or a pie. I think that any boy should be able to cook and keep house, because this is a universal knowledge. I think that the opinion about dividing girl’s and boy’s responsibilities is stupid and not more than a prejudice.Anyway, you've mentioned going to hike with your friends. Where are you going to? How many classmates are going with you? How much time are you going to spend there? I've got to go as my friend is asking me for help.Write back soon.Best wishes,Paul",2.0,2.0,2.0,6
"Dear Nancy,Thank you for your last letter and I'm sorry I couldn't answer you earlier.Actually, I'm extremely interested in dreams. I even read a book of Freud about dreams and their meanings. I think that the tipe olf dreams are directly conected with the mental state and the state of the organism in general. Sometimes I have dreams every night, sometimes they don't appear for months. Also there is a big variety of themes. My dreams can be bright and fairytale-like or they can be very realistic. I usually forget all my dreams as soon as i wake up, so I can't be sure whether any of them ever came true.Anyway, you've mentioned a trip. How was your visit to a toy museum? Were you there alone or with your friends? What was the most exciting part?I've got to go as my friend is asking me for help.Write back soon.Best wishes,Maria",2.0,2.0,2.0,6
"Dear Nancy,Thank you for your last letter and I’m sorry I couldn’t answer you earlier.I think that theoretically every student or a young person with good characteristics and a will of helping could have been a volunteer in the 2014 Olympics in Sochi. Actually I know a girl who worked there this winter. It wasn't her first experience in organizing a sport event, because it's her specialization in University. I would like to be on reception, to help visitors and answer their questions. I would choose this kind of volunteer activities because I know foreign languages.Anyway, you mentioned your mom. How is she doing? Is she feeling better? Is it just a typical spring cold and nothing serious?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Maria",2.0,2.0,2.0,6
"Dear Mary,Thank you for your message. I'm sorry for not writing you for so long. I was preparing to the school performance. I hope that your aunt’s house was insured. I think that the most destructive natural disaster is a volcanic eruption, because the hot lava kills all the natural resources and people’s houses. But here we don’t have any volcanoes, but there is another risk to suffer from fire, I’m talking about wildfires. Many Russian woods were destroyed by it during the last summer seasons. All we can do is not leaving trash in the forests and don’t smoke and leave unquenched butts there. Anyway, you've mentioned your teacher. How old is your teacher? Is it her first award? Does it give any advantages? I've got to go as my father is asking me to help him with his car.Write back soon. Best wishes,Kate",2.0,2.0,2.0,6
"Dear Mary,Thank you for your message. I'm sorry for not writing you for so long. I was preparing to the school performance.I hope that your aunt’s house was insured. I think that the most destructive natural disaster is a volcanic eruption, because the hot lava kills all the natural resources and people’s houses. But here we don’t have any volcanoes, but there is another risk to suffer from fire – I’m talking about wildfires. Many Russian woods were destroyed by it during the last summer seasons. All we can do is not leaving trash in the forests and don’t smoke and leave unquenched butts there.Anyway, you've mentioned your teacher. How old is your teacher? Is it her first award? Did she celebrate it with her colleagues and students?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Mary, Thank you for your message and I’m sorry, that I didn’t answer you earlier. You are right, waterfalls are wonderful. In Russia there are a lot of beautiful water sights. Firstly, of course, the Bakal lake. It’s the world’s famous lake, the biggest by it’s depth. The surroundings of it are very beautiful as well. I’ve never gone rafting, but I’d love to. I think it’s amazing sport, though it’s full of extreme. In fact I don’t completely support extreme sports, because I don’t like fear and I care a lot about my security. But it’s only my point of view. Anyway, you've mentioned summer holidays. Where exactly are you going in Greece? For how long are you staying there? With whom are you going?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Ann",2.0,2.0,2.0,6
"Dear Jeremy,Thank you for your last letter, it was great to hear some news from you!I change my hobbies a lot, too. My new one is making beautiful postcards. It helps me to relax after a tough day and all my friends just love to receive my postcards! As for themselves, most of them do mountain biking as a hobby. I think that the most expensive hobbies are connected with travelling and sports, because plane tickets and hotels are expensive. And some sport equipment can be expensive too. In general, people need hobbies to express themselves in their own way. Sometimes people also trying to find hobbies to communicate with other people who are interested in the same things.Anyway, you've mentioned your room. Did you change your room completely? What is the main colour there now? Is there more free space now?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Stephen",2.0,2.0,2.0,6
"Dear Nancy,Thank you for your last letter, it was great to hear finally news from you.It's great that your brother had such experience. I would like to participate as a volunteer in some sort of Summit, but I’d like it to be connected with something I’m interested. I think it is very hard to take part in high level events here in Russia, because you need to show your professionalism and work really hard. I would like to be a volunteer in some theater festival as I could communicate with all the celebrities from the world of theater. Anyway, tell me more about your trip to Austria. For how long have you been there? What cities did you visit? What was the most remarkable from your trip?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Sonia",2.0,2.0,2.0,6
"Dear Nancy,Thank you for your message. I'm sorry for not writing you for so long. I was preparing for the exams. It seems like you had a lot of fun on that party. If somebody organized a costume party I would choose a costume of some hero from old console games like Dandy or Sega, because I’m a big their fan. Wearing a Pacman suit would be legendary. And of course making this kind of things by yourself is better because the result is more unique and matters much more for you. I love costume parties. It’s a good way to show your creativity and uniqueness. Anyway, you've mentioned a museum. What is that museum about? How many days does your trip last? Are you excited? I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Kate",2.0,2.0,2.0,6
"Dear Paula,Thank you for your message. I'm sorry for not writing you for so long. I had a lot of homework lately.It’s very great that you created your own project! Personally I didn’t participate in green projects but a couple of my friends really like it. In Russia there are a lot of studies on sunlight energy and hopefully we will see the results soon. I like public transport because it’s cheaper than a car. Anyway, you've mentioned a trip to your Granny. How many hours did you spend to reach Edinburgh? What did you do with Granny? How many days did your trip last? I've got to go as my brother asks me to help him with his chores. Write back soon.Best wishes,Sasha",2.0,2.0,2.0,6
"Dear Mary,Thank you for your message. I'm sorry for not writing you for so long. I was doing a school project. The trip to the museum was gorgeous. I liked it a lot. Actually it was more than 50 kilometers away from our school but we managed to get there in 2 hours using a local bus. It was a historic museum devoted to the culture of my country. I would like to go there one more time because there were too many exhibitions and we didn’t have enough time on all of them. Anyway, you mentioned your new classmates. Where are they from? Do you consider hanging out with them? Are they relatives or not?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Sasha",2.0,2.0,2.0,6
"Dear Nancy,Thank you for your message. I'm sorry for not writing you for so long. I was preparing to the exams. Your New Year card is spectacular. I hope you liked mine. Speaking about my celebration of New Year, I spent time with my family. As usual, we celebrated at home. The weather was fantastic. Especially for little children who enjoy playing with snow. Well, my secret wish concerns my family and friends. I want them to stay as healthy and happy as they are now. Anyway, you've mentioned redecorating your room. Which color is now dominant in your room? Are there any pictures on the walls? Are your walls painted of is there wallpaper?I've got to go as my father is asking me to help him with his car. Write back soon.Best wishes,Sasha",2.0,2.0,2.0,6
"Dear David,Thank you for your message. I'm sorry for not writing you for so long. I had a lot of homework lately.It’s very great that you have already chosen the college. I think that you have all chances to enter it. Speaking about my preferenes I really want to study in the Higher School of Economics university because it's one of the best universities in my country. Obviously, I would like to study economics. If I don’t get accepted I will try to enter less popular economic universities. Anyway, you've mentioned your dog Lucy. How old is it? How many females among the puppies? What are you going to do with them?I've got to go as my brother asks me to help him with his chores. Write back soon.Best wishes,Sasha",2.0,2.0,2.0,6
"Dear Andrew,Thank you for your message. I'm sorry for not writing you for so long. I had a lot of homework lately.It’s great that people in your school care about the environment. I think that solving ecological problems is very important. It seems to me that you should name your club by yourselves but I would suggest “Earth savers”. Speaking about me I would like to have a “green club” at my school because I would get an opportunity to solve ecological problems. I think that “green clubs” could deal with local problems such as garbage on the streets and polluted lakes.Anyway, you've mentioned your dad. What business does he want to start? How much money does he want to get? Are you involved in your dad’s business? I've got to go as my brother asks me to help him with his chores. Write back soon.Best wishes,Sasha",2.0,2.0,2.0,6
"Dear Maurette,Thank you for your message. I'm sorry for not writing you for so long. I had a lot of homework lately.It’s great that your dad has got a new job. I hope he will like it. Well, my parents work in the construction business and they really enjoy it. Speaking about me, I would like to be an economist because it’s a well-paid and interesting job. If I want to become an economist, I should be very good at Math. That is why I spend a lot of time learning it. Anyway, you've mentioned a film. What part of the movie did you like the most? Who was the main character of the movie? How long did it last? I've got to go as my brother asks me to help him with his chores. Write back soon.Best wishes,Sasha",2.0,2.0,2.0,6
"Dear Frank,Thank you for your message. It's always great to hear from you. I'm happy that you are the best student of the week. To begin with, I usually have my PE classes in a school gym or in a stadium. Besides, I try to keep fit by jogging in the morning. It helps me to stay active all day long. Actually, my favourite sport game is voleyball because I not only maintain my health, but also have fun with my friends. Anyway, you've mentioned the essay. How many days did you write it? Did you write it by yourself or with the help of some books? Why have you decided to write the essay on ancient history? Write back soon!With love,Anna",2.0,2.0,2.0,6
